0	1	2	3	4	5
-0.38737658	0.40023214	0.24928701	0.4255402	0.4138973	0.27736357
-0.38886768	0.4012409	0.24887237	0.4223843	0.41415152	0.27578518
-0.38927484	0.40152594	0.24828506	0.42331818	0.41338232	0.2755896
-0.38965315	0.40198544	0.2494325	0.4224318	0.41390777	0.27571362
-0.39019716	0.40112293	0.24902815	0.42409697	0.413163	0.2752739
-0.38945824	0.40196228	0.25433266	0.42829406	0.40948972	0.27737066
-0.39144948	0.4009451	0.25823727	0.42559862	0.40996292	0.2769235
-0.38322848	0.40417174	0.2528934	0.42631564	0.4109546	0.26626557
-0.39529145	0.40233797	0.25397536	0.42574427	0.4103275	0.2749729
-0.38979235	0.40224814	0.24953991	0.42369184	0.41228485	0.27566957
-0.38722256	0.40156642	0.2477602	0.42547736	0.41138014	0.2766694
-0.3888057	0.40134725	0.24990183	0.42483	0.4121737	0.27647957
-0.3871343	0.4014319	0.24811068	0.42389032	0.4112249	0.27560163
-0.39313567	0.40457755	0.25337943	0.42721838	0.41313487	0.27281848
-0.4070161	0.4035493	0.2603796	0.42504975	0.41678455	0.26745954
-0.38703737	0.40208876	0.24721918	0.42540887	0.4108569	0.2760346
-0.3823455	0.40252197	0.2531062	0.43167892	0.40613475	0.2769561
-0.39434296	0.40231457	0.25938895	0.4307015	0.40837646	0.28043067
-0.3886758	0.40389478	0.25435266	0.42810184	0.4109004	0.26656953
-0.3935777	0.40067652	0.2539311	0.42555085	0.41133884	0.27561593
-0.40118706	0.40374637	0.26194796	0.4286211	0.41138414	0.27535158
-0.3839615	0.40138033	0.25502044	0.43004584	0.41067043	0.26988965
-0.38871524	0.40103	0.25007552	0.42552036	0.410481	0.27451366
-0.39199346	0.40280116	0.24780464	0.4256047	0.41357836	0.2763244
-0.3862669	0.4034575	0.2517678	0.42674613	0.4126801	0.26651207
-0.3864984	0.40236452	0.24764717	0.4232911	0.4129235	0.27336606
-0.39027685	0.40171507	0.2518967	0.42356884	0.41150683	0.27602065
-0.39068815	0.4023282	0.25262576	0.42644256	0.41004935	0.27370155
-0.39389133	0.40087938	0.25325686	0.4246087	0.41194144	0.27569273
-0.39259338	0.40343064	0.26125416	0.43024284	0.41552737	0.2645938
-0.3946334	0.39946625	0.25597668	0.42664972	0.40957397	0.27844986
-0.38798153	0.40331015	0.25432667	0.42674527	0.40943334	0.27677456
-0.3878724	0.40178192	0.25068292	0.4252001	0.41055655	0.27840617
-0.39090234	0.40107474	0.2514757	0.42398322	0.41165292	0.27630568
-0.3872974	0.40167677	0.24977496	0.4238775	0.41261974	0.27569088
-0.3864467	0.40202448	0.24629512	0.4247018	0.41144362	0.2758783
-0.38557333	0.40244853	0.251452	0.42744172	0.4119334	0.26721138
-0.38940263	0.40144828	0.24922174	0.4246938	0.41241413	0.2763555
-0.39488435	0.40055916	0.25286907	0.42514518	0.41331384	0.27572343
-0.39111322	0.40069562	0.25304613	0.42569387	0.41084	0.27626207
-0.394332	0.40583217	0.26498547	0.43991092	0.41082445	0.26517424
-0.3897265	0.40073928	0.24886599	0.42281476	0.41311	0.2755995
-0.38940865	0.40241894	0.24997833	0.42502505	0.4118378	0.2746407
-0.3905362	0.40079293	0.2509771	0.42362747	0.412311	0.27655506
-0.3921891	0.40142003	0.25616762	0.4278072	0.40995803	0.27666658
-0.38850927	0.40217805	0.24973103	0.4251892	0.4111197	0.27470794
-0.38843107	0.4012159	0.25254625	0.42574146	0.41078117	0.27819362
-0.39477533	0.4022416	0.25744084	0.4283883	0.41049445	0.27622068
-0.39001924	0.4002832	0.2506338	0.42448857	0.412436	0.27630407
-0.3858802	0.40245384	0.24669126	0.42481926	0.41101345	0.27480546
-0.39537558	0.40089005	0.25893936	0.42811385	0.41257232	0.27719504
-0.38983503	0.40116096	0.24965593	0.423408	0.41287544	0.27577767
-0.38399196	0.40370634	0.24739724	0.42252353	0.41314572	0.27372956
-0.38991803	0.40204674	0.24819687	0.42363152	0.41242433	0.27691907
-0.3878584	0.40236562	0.250067	0.42601392	0.41134295	0.2755166
-0.38860485	0.4012426	0.24854404	0.4234879	0.41292775	0.27637422
-0.38768783	0.40105674	0.25424138	0.42539743	0.41087234	0.27502987
-0.38822168	0.4017923	0.2497662	0.42624655	0.41092268	0.27621734
-0.39808565	0.3996263	0.2604049	0.4257625	0.41372973	0.27395836
-0.38331553	0.4032783	0.25593045	0.4365671	0.40655705	0.26819357
-0.38982224	0.40221715	0.25160745	0.42568794	0.41008213	0.27471545
-0.3862574	0.40319067	0.2530873	0.4254783	0.41128886	0.26759925
-0.38849038	0.40240648	0.24854088	0.42344955	0.4129368	0.27586335
-0.3927691	0.40180394	0.25553092	0.425607	0.4132294	0.2734986
-0.391429	0.4019463	0.2560035	0.42781565	0.40876567	0.27519783
-0.39390156	0.4007548	0.2531383	0.4268476	0.4123737	0.27608988
-0.3875742	0.40054998	0.2500717	0.42525598	0.41200316	0.27715325
-0.3879934	0.4006948	0.24926847	0.4246749	0.4135343	0.27579877
-0.39241007	0.40433574	0.26190495	0.44113123	0.40831262	0.26788583
-0.38332778	0.4011083	0.25232324	0.4269378	0.41193667	0.2710548
-0.3902024	0.40052438	0.24898133	0.423151	0.41369098	0.27623343
-0.3878524	0.4018239	0.24768612	0.4250877	0.41187978	0.27578914
-0.3901801	0.4016925	0.24945846	0.423377	0.41333848	0.27638584
-0.38850993	0.4017375	0.24924472	0.42366856	0.41192153	0.27565634
-0.39039016	0.40079117	0.24914429	0.42387405	0.41368517	0.2777875
-0.39103281	0.40133393	0.25262564	0.4278088	0.41021308	0.27583343
-0.3942572	0.40142983	0.2541189	0.42561427	0.4117672	0.27552512
-0.38849458	0.4022554	0.247807	0.4248217	0.41183242	0.2759667
-0.38900095	0.40309116	0.25336868	0.42639756	0.41205353	0.26990762
-0.38796997	0.40197092	0.24730197	0.42573968	0.4117275	0.27643508
-0.38663846	0.40303236	0.25108334	0.42726105	0.4096382	0.27564698
-0.39179903	0.4033565	0.2499074	0.42600372	0.41359589	0.27345735
-0.38948303	0.40085295	0.24851683	0.42369103	0.41302997	0.27580863
-0.3936301	0.40064597	0.25382844	0.42362025	0.41299018	0.27676252
-0.39038894	0.401902	0.25083745	0.42379406	0.41316697	0.27607056
-0.39574742	0.403	0.2564294	0.4263808	0.4135122	0.27203614
-0.39115226	0.4022776	0.25203627	0.42561778	0.41233438	0.2782635
-0.38657296	0.40142825	0.24650463	0.42603964	0.4112279	0.2765375
-0.3907978	0.401256	0.24948427	0.42384708	0.41352054	0.27546772
-0.38941568	0.40304384	0.25078455	0.42620546	0.40985277	0.2760344
-0.3910665	0.40066865	0.24910966	0.42362806	0.41267934	0.2759759
-0.38896498	0.4017369	0.24814993	0.42357954	0.41233295	0.27502728
-0.38894838	0.40176365	0.24942395	0.42368647	0.41167077	0.2762764
-0.3874867	0.4016425	0.2538338	0.42551604	0.40918824	0.2764365
-0.3909354	0.40113583	0.2510732	0.42479417	0.41222546	0.27616873
-0.38906336	0.4018497	0.24887851	0.42450455	0.411444	0.27566317
-0.38970822	0.40187767	0.2488175	0.42366406	0.41266423	0.2761108
-0.3933915	0.40098488	0.25434792	0.4255385	0.41057792	0.27523682
-0.397943	0.40640363	0.25224707	0.4203814	0.417852	0.2673154
-0.3914667	0.4036113	0.25123498	0.42704725	0.4122657	0.27518943
-0.39220372	0.4027899	0.25515732	0.42430392	0.4114283	0.2753707
-0.40672508	0.4038699	0.272518	0.43452933	0.40708956	0.28106934
-0.38818812	0.4005034	0.25406176	0.4267071	0.40981653	0.2795516
-0.3919626	0.40143582	0.2526656	0.4246813	0.41274634	0.27469775
-0.38845554	0.4004159	0.25027767	0.4240523	0.4119358	0.27658063
-0.38838896	0.40274358	0.24830475	0.42321035	0.41288397	0.27592137
-0.38788876	0.40094703	0.25282988	0.4259283	0.41085765	0.2787155
-0.39529243	0.40015352	0.25973573	0.43149322	0.4091514	0.28360763
-0.38744798	0.40255457	0.24699813	0.42420322	0.41169938	0.27552485
-0.38863045	0.4018234	0.24982718	0.42441502	0.4113291	0.27533275
-0.40042531	0.40240833	0.26782826	0.42938393	0.4087873	0.27548817
-0.38925663	0.40134105	0.24811503	0.42392635	0.4142094	0.2765114
-0.38901427	0.4015047	0.2500537	0.4254686	0.4107224	0.27589363
-0.3897424	0.4007814	0.25130668	0.42393664	0.41113603	0.27553937
-0.39219174	0.4013479	0.25578785	0.42656013	0.41032174	0.27611315
-0.38760945	0.40104216	0.24968934	0.42556658	0.41121653	0.27552783
-0.39005166	0.4011467	0.24817747	0.4232096	0.41385847	0.27643615
-0.38949528	0.40111306	0.24887177	0.42324984	0.4140198	0.27601242
-0.40666762	0.40950215	0.2636129	0.4350854	0.41694617	0.27728316
-0.38836342	0.40166765	0.25015047	0.42250726	0.41356695	0.27543953
-0.38986796	0.40014055	0.25174627	0.42480317	0.41049996	0.27567896
-0.39198637	0.40132686	0.25662968	0.42694622	0.41181132	0.27852008
-0.38614568	0.40134168	0.24986729	0.42771488	0.4098699	0.276005
-0.38742274	0.40048185	0.25148255	0.42578453	0.41306397	0.27793923
-0.38734943	0.40081215	0.24882653	0.42370743	0.4126235	0.27708504
-0.39159805	0.4035061	0.25946268	0.42750993	0.40986276	0.26645544
-0.38956925	0.40103948	0.24961084	0.42430347	0.41396865	0.27663878
-0.39587516	0.40267304	0.26015893	0.42896003	0.40951374	0.27678695
-0.40254915	0.39957777	0.2632635	0.42729557	0.4119298	0.2745351
-0.3884142	0.4025873	0.24779025	0.42443696	0.4121363	0.27611014
-0.38882944	0.4008628	0.2512798	0.4256254	0.41036502	0.2769024
-0.38911584	0.40213305	0.25076005	0.42479384	0.41232857	0.2770945
-0.38967922	0.40142643	0.24851462	0.42287633	0.41342667	0.27586263
-0.38727626	0.40117526	0.25041106	0.42363793	0.41232336	0.275784
-0.38971162	0.40190738	0.24760708	0.42480347	0.41305453	0.27572706
-0.38889498	0.4015463	0.25027382	0.42512038	0.41185158	0.27562076
-0.39084673	0.40154573	0.25050315	0.4232793	0.41250795	0.2756795
-0.38860324	0.40168312	0.24813339	0.42563108	0.41157398	0.27597958
-0.38814637	0.40095907	0.25020668	0.42400298	0.413153	0.27471545
-0.3864106	0.40494615	0.25788683	0.44268942	0.4062417	0.26968184
-0.38977596	0.4011185	0.25074705	0.4253434	0.41143233	0.27682996
-0.38991284	0.4006232	0.25113192	0.42548898	0.41085732	0.27685907
-0.38817334	0.40195695	0.2508197	0.42535976	0.41020405	0.27650234
-0.38956732	0.40223753	0.25092927	0.42549312	0.4106895	0.27789715
-0.3911031	0.40335354	0.25516835	0.42734948	0.40974313	0.27511725
-0.39001	0.40088773	0.24914387	0.42390397	0.41330317	0.275879
-0.38438803	0.40232423	0.24731836	0.4224005	0.41381752	0.2708462
-0.3914442	0.40067992	0.252876	0.42487267	0.41276067	0.2774655
-0.38503116	0.4036649	0.2524307	0.4307383	0.4097445	0.26715413
-0.38889527	0.4019347	0.25203237	0.42552412	0.41027522	0.2755627
-0.3882143	0.4026064	0.24959901	0.4250863	0.412078	0.27461198
-0.38835984	0.40202978	0.24947655	0.4254087	0.4109285	0.2755623
-0.38945353	0.40074137	0.24867007	0.42363998	0.41289145	0.27584255
-0.389822	0.39941025	0.25499615	0.42890665	0.4107152	0.28009903
-0.39043325	0.4005964	0.25251952	0.42501527	0.40941092	0.27521822
-0.3914068	0.40282115	0.2566612	0.42580622	0.40836757	0.2734977
-0.38771608	0.40518823	0.25934634	0.43103433	0.40866953	0.271772
-0.39156908	0.40173894	0.25223756	0.42539048	0.41189843	0.27684167
-0.39054036	0.40244475	0.25265458	0.42442077	0.41135818	0.27450228
-0.38961655	0.40155736	0.24858478	0.42325768	0.4134203	0.27670604
-0.3925956	0.4023195	0.2555509	0.42537597	0.41139457	0.27545667
-0.38812757	0.4008118	0.25299326	0.42595395	0.41030446	0.27639657
-0.3884539	0.4016516	0.24865416	0.42527625	0.41104603	0.2769513
-0.38977015	0.40062454	0.25237724	0.42474836	0.41090727	0.27729842
-0.3869031	0.40191844	0.24971375	0.42514735	0.41105035	0.27557808
-0.3904658	0.40111038	0.2492553	0.42409697	0.41357014	0.27633366
-0.39065504	0.40257603	0.2520486	0.42543498	0.41249633	0.27674362
-0.38983494	0.40163192	0.2511602	0.42437783	0.41028744	0.27890727
-0.39376256	0.40298623	0.25312728	0.425549	0.4112386	0.27597085
-0.38897398	0.40138662	0.25098017	0.42605796	0.41009226	0.27610913
-0.38835186	0.40172064	0.24724802	0.42481455	0.4121175	0.2754883
-0.38845366	0.40090126	0.24783552	0.42293465	0.41409692	0.27551985
-0.38997605	0.40131214	0.25003746	0.42397907	0.4126363	0.27652287
-0.38937026	0.4012962	0.24818099	0.42315808	0.41420695	0.27591702
-0.3902318	0.40218323	0.24902359	0.42364493	0.41209868	0.2757693
-0.38466653	0.40230668	0.24998972	0.42265898	0.4135615	0.27178687
-0.3882364	0.40107828	0.24828431	0.42404833	0.41247717	0.27466688
-0.38758463	0.40179157	0.24916038	0.4263013	0.4113788	0.27553412
-0.38883454	0.4013175	0.2503194	0.42319134	0.41234612	0.27464464
-0.38843256	0.40160352	0.24782944	0.4252698	0.41252145	0.27544641
-0.39140522	0.40120202	0.25159487	0.42249495	0.41205323	0.27757713
-0.38894558	0.4014607	0.24875289	0.42456526	0.4119541	0.27475885
-0.38202953	0.40418184	0.25527647	0.43564168	0.40650603	0.26618835
-0.39040655	0.40174392	0.25170204	0.42461458	0.41100925	0.27707162
-0.38909385	0.40248895	0.2586111	0.43015155	0.40931448	0.26602033
-0.40165985	0.4061784	0.263426	0.431105	0.4149814	0.27257803
-0.3865857	0.40312982	0.2520139	0.42739907	0.4125029	0.2683279
-0.39173168	0.4039132	0.2567804	0.42713383	0.40709385	0.27638593
-0.40147245	0.40616336	0.2673994	0.4420892	0.40646377	0.26631257
-0.388945	0.4002699	0.25045082	0.42336452	0.4130673	0.27567714
-0.38893515	0.4026993	0.24806154	0.4245953	0.41183358	0.27629372
-0.38792878	0.40195432	0.24805248	0.4255521	0.41166547	0.27542672
-0.3885638	0.4016832	0.2501982	0.4246698	0.41111356	0.2745398
-0.38774797	0.40107483	0.24985707	0.42613247	0.4107815	0.27632225
-0.39017507	0.40075403	0.24843997	0.42312774	0.41418418	0.2757911
-0.38940418	0.40117827	0.24900797	0.42275584	0.41474777	0.2765708
-0.391002	0.401461	0.2504001	0.4263464	0.4119577	0.27511552
-0.3904053	0.40172	0.25056508	0.42431915	0.410852	0.2750634
-0.39565867	0.40072194	0.2554116	0.4285955	0.41053793	0.27709037
-0.3925442	0.4002991	0.25382403	0.4242154	0.4123342	0.27620894
-0.38976842	0.40039277	0.24995247	0.4238955	0.41273376	0.27705017
-0.3889112	0.40273225	0.24902815	0.42385224	0.4118006	0.27619174
-0.3863746	0.40065414	0.25050443	0.4221752	0.41212478	0.27342403
-0.3900557	0.39977574	0.2485381	0.4239455	0.4142202	0.2758938
-0.4041198	0.40504795	0.26620743	0.42801163	0.4151132	0.27092668
-0.39180487	0.40133184	0.25281703	0.4260027	0.41193599	0.27584842
-0.39002794	0.40161896	0.25057504	0.4243085	0.41246358	0.2752224
-0.38652462	0.40192083	0.2477397	0.42448172	0.41137466	0.27461845
-0.38902155	0.4018884	0.25038895	0.42680675	0.41024715	0.27554327
-0.38930196	0.401051	0.24986377	0.42460927	0.41204485	0.27682868
-0.3883743	0.40050006	0.24869591	0.42379025	0.4133974	0.27704462
-0.38594353	0.4020834	0.2507902	0.42456812	0.41292468	0.27395907
-0.38298404	0.40120685	0.25083303	0.429444	0.41335782	0.27424565
-0.38711908	0.40222797	0.24880472	0.42515975	0.41103655	0.27631623
-0.38961506	0.40050888	0.24964687	0.42445546	0.41201556	0.27527937
